SKU,Date,Demand,Promotion,Holiday
SKU_19,2022-01-31,333,0,0
SKU_19,2022-02-28,293,0,0
SKU_19,2022-03-31,410,1,0
SKU_19,2022-04-30,301,0,1
SKU_19,2022-05-31,317,0,0
SKU_19,2022-06-30,314,0,0
SKU_19,2022-07-31,473,1,0
SKU_19,2022-08-31,336,0,0
SKU_19,2022-09-30,330,0,0
SKU_19,2022-10-31,303,0,0
SKU_19,2022-11-30,332,0,0
SKU_19,2022-12-31,668,1,0
SKU_20,2021-01-31,399,0,0
SKU_20,2021-02-28,344,0,0
SKU_20,2021-03-31,641,1,0
SKU_20,2021-04-30,609,1,0
SKU_20,2021-05-31,586,1,0
SKU_20,2021-06-30,360,0,0
SKU_20,2021-07-31,367,0,0
SKU_20,2021-08-31,640,1,0
SKU_20,2021-09-30,417,0,0
SKU_20,2021-10-31,364,0,0
SKU_20,2021-11-30,408,0,0
SKU_20,2021-12-31,816,1,0
SKU_20,2022-01-31,493,1,0
SKU_20,2022-02-28,556,1,0
SKU_20,2022-03-31,566,1,0
SKU_20,2022-04-30,405,0,0
SKU_20,2022-05-31,373,0,0
SKU_20,2022-06-30,360,0,0
SKU_20,2022-07-31,549,1,1
SKU_20,2022-08-31,297,0,0
SKU_20,2022-09-30,362,0,0
SKU_20,2022-10-31,710,1,0
SKU_20,2022-11-30,542,1,0
SKU_20,2022-12-31,539,0,0
SKU_21,2021-01-31,356,0,0
SKU_21,2021-02-28,294,0,0
SKU_21,2021-03-31,306,0,0
SKU_21,2021-04-30,286,0,0
SKU_21,2021-05-31,376,0,0
SKU_21,2021-06-30,335,0,0
SKU_21,2021-07-31,340,0,0
SKU_21,2021-08-31,490,1,0
SKU_21,2021-09-30,358,0,0
SKU_21,2021-10-31,299,0,0
SKU_21,2021-11-30,370,0,0
SKU_21,2021-12-31,479,0,0
SKU_21,2022-01-31,346,0,0
SKU_21,2022-02-28,359,0,0
SKU_21,2022-03-31,494,1,0
SKU_21,2022-04-30,275,0,1
SKU_21,2022-05-31,277,0,0
SKU_21,2022-06-30,439,1,0
SKU_21,2022-07-31,298,0,0
SKU_21,2022-08-31,323,0,0
SKU_21,2022-09-30,336,0,0
SKU_21,2022-10-31,360,0,0
SKU_21,2022-11-30,327,0,0
SKU_21,2022-12-31,618,0,0
SKU_22,2021-01-31,458,0,0
SKU_22,2021-02-28,438,0,0
SKU_22,2021-03-31,754,1,0
SKU_22,2021-04-30,487,0,0
SKU_22,2021-05-31,474,0,0
SKU_22,2021-06-30,447,0,0
SKU_22,2021-07-31,445,0,1
SKU_22,2021-08-31,485,0,0
SKU_22,2021-09-30,477,0,0
SKU_22,2021-10-31,735,1,0
SKU_22,2021-11-30,436,0,0
SKU_22,2021-12-31,627,0,0
SKU_22,2022-01-31,437,0,0
SKU_22,2022-02-28,478,0,0
SKU_22,2022-03-31,369,0,0
SKU_22,2022-04-30,401,0,0
SKU_22,2022-05-31,449,0,0
SKU_22,2022-06-30,530,0,0
SKU_22,2022-07-31,426,0,0
SKU_22,2022-08-31,669,1,0
SKU_22,2022-09-30,464,0,0
SKU_22,2022-10-31,441,0,0
SKU_22,2022-11-30,440,0,0
SKU_22,2022-12-31,624,0,0
SKU_23,2021-01-31,296,0,0
SKU_23,2021-02-28,492,1,0
SKU_23,2021-03-31,294,0,0
SKU_23,2021-04-30,253,0,0
SKU_23,2021-05-31,297,0,0
SKU_23,2021-06-30,440,1,0
SKU_23,2021-07-31,367,0,0
SKU_23,2021-08-31,297,0,0
SKU_23,2021-09-30,295,0,1
SKU_23,2021-10-31,252,0,0
SKU_23,2021-11-30,337,0,0
SKU_23,2021-12-31,473,0,0
SKU_23,2022-01-31,431,1,0
SKU_23,2022-02-28,260,0,1
SKU_23,2022-03-31,333,0,0
SKU_23,2022-04-30,269,0,0
SKU_23,2022-05-31,300,0,0
SKU_23,2022-06-30,337,0,0
SKU_23,2022-07-31,251,0,0
SKU_23,2022-08-31,279,0,0
SKU_23,2022-09-30,311,0,0
SKU_23,2022-10-31,518,1,0
SKU_23,2022-11-30,247,0,0
SKU_23,2022-12-31,449,0,0
SKU_24,2021-01-31,202,0,0
SKU_24,2021-02-28,155,0,0
SKU_24,2021-03-31,197,0,0
SKU_24,2021-04-30,154,0,0
SKU_24,2021-05-31,165,0,0
SKU_24,2021-06-30,265,1,0
SKU_24,2021-07-31,215,0,0
SKU_24,2021-08-31,181,0,0
SKU_24,2021-09-30,170,0,0
SKU_24,2021-10-31,295,1,0
SKU_24,2021-11-30,288,1,0
SKU_24,2021-12-31,293,0,0
SKU_24,2022-01-31,175,0,0
SKU_24,2022-02-28,190,0,0
SKU_24,2022-03-31,157,0,1
SKU_24,2022-04-30,151,0,0
SKU_24,2022-05-31,167,0,0
SKU_24,2022-06-30,175,0,0
SKU_24,2022-07-31,308,1,1
SKU_24,2022-08-31,154,0,0
SKU_24,2022-09-30,143,0,0
SKU_24,2022-10-31,184,0,0
SKU_24,2022-11-30,258,1,0
SKU_24,2022-12-31,234,0,0
SKU_25,2021-01-31,400,0,0
SKU_25,2021-02-28,486,0,0
SKU_25,2021-03-31,458,0,0
SKU_25,2021-04-30,730,1,0
SKU_25,2021-05-31,586,1,0
SKU_25,2021-06-30,495,0,0
SKU_25,2021-07-31,458,0,0
SKU_25,2021-08-31,464,0,0
SKU_25,2021-09-30,392,0,0
SKU_25,2021-10-31,403,0,0
SKU_25,2021-11-30,759,1,0
SKU_25,2021-12-31,962,1,0
SKU_25,2022-01-31,477,0,0
SKU_25,2022-02-28,386,0,0
SKU_25,2022-03-31,376,0,0
SKU_25,2022-04-30,664,1,0
SKU_25,2022-05-31,443,0,0
SKU_25,2022-06-30,792,1,0
SKU_25,2022-07-31,413,0,0
SKU_25,2022-08-31,426,0,0
SKU_25,2022-09-30,431,0,0
SKU_25,2022-10-31,443,0,1
SKU_25,2022-11-30,497,0,0
SKU_25,2022-12-31,584,0,0
SKU_26,2021-01-31,301,0,0
SKU_26,2021-02-28,541,1,1
SKU_26,2021-03-31,413,0,0
SKU_26,2021-04-30,419,0,1
SKU_26,2021-05-31,410,0,0
SKU_26,2021-06-30,622,1,0
SKU_26,2021-07-31,359,0,0
SKU_26,2021-08-31,384,0,0
SKU_26,2021-09-30,389,0,0
SKU_26,2021-10-31,440,0,0
SKU_26,2021-11-30,357,0,0
SKU_26,2021-12-31,491,0,0
SKU_26,2022-01-31,354,0,0
SKU_26,2022-02-28,340,0,0
SKU_26,2022-03-31,331,0,0
SKU_26,2022-04-30,607,1,0
SKU_26,2022-05-31,311,0,0
SKU_26,2022-06-30,412,0,0
SKU_26,2022-07-31,300,0,0
SKU_26,2022-08-31,380,0,0
SKU_26,2022-09-30,423,0,0
SKU_26,2022-10-31,472,0,0
SKU_26,2022-11-30,382,0,0
SKU_26,2022-12-31,922,1,0
SKU_27,2021-01-31,245,1,0
SKU_27,2021-02-28,268,0,0
SKU_27,2021-03-31,242,0,0
SKU_27,2021-04-30,226,0,0
SKU_27,2021-05-31,246,0,1
SKU_27,2021-06-30,257,0,0
SKU_27,2021-07-31,252,0,0
SKU_27,2021-08-31,258,0,0
SKU_27,2021-09-30,263,0,1
SKU_27,2021-10-31,253,0,1
SKU_27,2021-11-30,235,0,0
SKU_27,2021-12-31,508,1,0
SKU_27,2022-01-31,262,0,1
SKU_27,2022-02-28,252,0,0
SKU_27,2022-03-31,406,1,0
SKU_27,2022-04-30,260,0,0
SKU_27,2022-05-31,241,0,1
SKU_27,2022-06-30,285,0,0
SKU_27,2022-07-31,227,0,0
SKU_27,2022-08-31,328,1,0
SKU_27,2022-09-30,373,1,0
SKU_27,2022-10-31,245,0,0
SKU_27,2022-11-30,245,0,0
SKU_27,2022-12-31,369,0,0
SKU_28,2021-01-31,406,0,0
SKU_28,2021-02-28,379,0,0
SKU_28,2021-03-31,346,0,1
SKU_28,2021-04-30,448,0,0
SKU_28,2021-05-31,439,0,0
SKU_28,2021-06-30,554,1,0
SKU_28,2021-07-31,352,0,0
SKU_28,2021-08-31,405,0,0
SKU_28,2021-09-30,498,1,0
SKU_28,2021-10-31,414,0,0
SKU_28,2021-11-30,423,0,1
SKU_28,2021-12-31,666,0,0
SKU_28,2022-01-31,399,0,0
SKU_28,2022-02-28,385,0,0
SKU_28,2022-03-31,413,0,0
SKU_28,2022-04-30,355,0,0
SKU_28,2022-05-31,389,0,0
SKU_28,2022-06-30,353,0,0
SKU_28,2022-07-31,356,0,0
SKU_28,2022-08-31,404,0,0
SKU_28,2022-09-30,339,0,0
SKU_28,2022-10-31,437,0,1
SKU_28,2022-11-30,342,0,0
SKU_28,2022-12-31,471,0,0
SKU_29,2021-01-31,480,0,0
SKU_29,2021-02-28,444,0,0
SKU_29,2021-03-31,489,0,1
SKU_29,2021-04-30,429,0,0
SKU_29,2021-05-31,508,0,0
SKU_29,2021-06-30,416,0,0
SKU_29,2021-07-31,445,0,0
SKU_29,2021-08-31,421,0,0
SKU_29,2021-09-30,374,0,0
SKU_29,2021-10-31,472,0,0
SKU_29,2021-11-30,333,0,1
SKU_29,2021-12-31,625,0,0
SKU_29,2022-01-31,404,0,0
SKU_29,2022-02-28,345,0,0
SKU_29,2022-03-31,405,0,0
SKU_29,2022-04-30,472,0,0
SKU_29,2022-05-31,571,1,0
SKU_29,2022-06-30,478,0,0
SKU_29,2022-07-31,608,1,0
SKU_29,2022-08-31,430,0,0
SKU_29,2022-09-30,392,0,0
SKU_29,2022-10-31,602,1,0
SKU_29,2022-11-30,451,0,1
SKU_29,2022-12-31,663,0,0
SKU_30,2021-01-31,291,0,0
SKU_30,2021-02-28,310,0,0
SKU_30,2021-03-31,331,0,0
SKU_30,2021-04-30,293,0,0
SKU_30,2021-05-31,295,0,0
SKU_30,2021-06-30,355,0,0
SKU_30,2021-07-31,302,0,0
SKU_30,2021-08-31,305,0,0
SKU_30,2021-09-30,339,0,0
SKU_30,2021-10-31,356,0,0
SKU_30,2021-11-30,360,0,0
SKU_30,2021-12-31,548,0,0
SKU_30,2022-01-31,301,0,1
SKU_30,2022-02-28,308,0,1
SKU_30,2022-03-31,277,0,0
SKU_30,2022-04-30,315,0,0
SKU_30,2022-05-31,326,0,0
SKU_30,2022-06-30,309,0,0
SKU_30,2022-07-31,495,1,0
SKU_30,2022-08-31,270,0,0
SKU_30,2022-09-30,337,0,0
SKU_30,2022-10-31,432,1,0
SKU_30,2022-11-30,315,0,0
SKU_30,2022-12-31,825,1,0
SKU_31,2021-01-31,287,1,0
SKU_31,2021-02-28,169,0,0
SKU_31,2021-03-31,194,0,0
SKU_31,2021-04-30,280,1,0
SKU_31,2021-05-31,339,1,1
SKU_31,2021-06-30,280,1,1
SKU_31,2021-07-31,200,0,0
SKU_31,2021-08-31,196,0,0
SKU_31,2021-09-30,178,0,0
SKU_31,2021-10-31,257,1,0
SKU_31,2021-11-30,181,0,0
SKU_31,2021-12-31,287,0,0
SKU_31,2022-01-31,192,0,0
SKU_31,2022-02-28,200,0,0
