SKU,Date,Demand,Promotion,Holiday,Year,Month,WeekOfYear,Lag1,RollingMean3
SKU_3,2022-08-31,674,1,0,2022,8,35,388.0,465.6666666666667
SKU_3,2022-09-30,350,0,0,2022,9,39,674.0,470.6666666666667
SKU_3,2022-10-31,495,1,0,2022,10,44,350.0,506.3333333333333
SKU_3,2022-11-30,448,0,0,2022,11,48,495.0,431.0
SKU_3,2022-12-31,588,0,0,2022,12,52,448.0,510.3333333333333
SKU_4,2021-02-28,423,0,0,2021,2,8,438.0,430.5
SKU_4,2021-03-31,420,0,0,2021,3,13,423.0,427.0
SKU_4,2021-04-30,446,0,0,2021,4,17,420.0,429.6666666666667
SKU_4,2021-05-31,359,0,0,2021,5,22,446.0,408.3333333333333
SKU_4,2021-06-30,483,0,0,2021,6,26,359.0,429.3333333333333
SKU_4,2021-07-31,552,0,1,2021,7,30,483.0,464.6666666666667
SKU_4,2021-08-31,504,0,1,2021,8,35,552.0,513.0
SKU_4,2021-09-30,432,0,0,2021,9,39,504.0,496.0
SKU_4,2021-10-31,501,0,1,2021,10,43,432.0,479.0
SKU_4,2021-11-30,507,0,0,2021,11,48,501.0,480.0
SKU_4,2021-12-31,566,0,0,2021,12,52,507.0,524.6666666666666
SKU_4,2022-01-31,598,1,0,2022,1,5,566.0,557.0
SKU_4,2022-02-28,484,0,0,2022,2,9,598.0,549.3333333333334
SKU_4,2022-03-31,673,1,0,2022,3,13,484.0,585.0
SKU_4,2022-04-30,469,0,1,2022,4,17,673.0,542.0
SKU_4,2022-05-31,543,0,0,2022,5,22,469.0,561.6666666666666
SKU_4,2022-06-30,504,0,1,2022,6,26,543.0,505.3333333333333
SKU_4,2022-07-31,432,0,0,2022,7,30,504.0,493.0
SKU_4,2022-08-31,451,0,0,2022,8,35,432.0,462.3333333333333
SKU_4,2022-09-30,433,0,1,2022,9,39,451.0,438.6666666666667
SKU_4,2022-10-31,492,0,0,2022,10,44,433.0,458.6666666666667
SKU_4,2022-11-30,530,0,0,2022,11,48,492.0,485.0
SKU_4,2022-12-31,695,0,0,2022,12,52,530.0,572.3333333333334
SKU_5,2021-02-28,425,0,0,2021,2,8,609.0,517.0
SKU_5,2021-03-31,417,0,0,2021,3,13,425.0,483.6666666666667
SKU_5,2021-04-30,377,0,0,2021,4,17,417.0,406.3333333333333
SKU_5,2021-05-31,420,0,0,2021,5,22,377.0,404.6666666666667
SKU_5,2021-06-30,418,0,1,2021,6,26,420.0,405.0
SKU_5,2021-07-31,666,1,0,2021,7,30,418.0,501.3333333333333
SKU_5,2021-08-31,391,0,0,2021,8,35,666.0,491.6666666666667
SKU_5,2021-09-30,469,1,0,2021,9,39,391.0,508.6666666666667
SKU_5,2021-10-31,456,0,0,2021,10,43,469.0,438.6666666666667
SKU_5,2021-11-30,442,0,0,2021,11,48,456.0,455.6666666666667
SKU_5,2021-12-31,697,0,0,2021,12,52,442.0,531.6666666666666
SKU_5,2022-01-31,646,1,0,2022,1,5,697.0,595.0
SKU_5,2022-02-28,438,0,0,2022,2,9,646.0,593.6666666666666
SKU_5,2022-03-31,474,0,0,2022,3,13,438.0,519.3333333333334
SKU_5,2022-04-30,433,0,0,2022,4,17,474.0,448.3333333333333
SKU_5,2022-05-31,574,1,0,2022,5,22,433.0,493.6666666666667
SKU_5,2022-06-30,452,0,0,2022,6,26,574.0,486.3333333333333
SKU_5,2022-07-31,399,0,0,2022,7,30,452.0,475.0
SKU_5,2022-08-31,348,0,1,2022,8,35,399.0,399.6666666666667
SKU_5,2022-09-30,459,0,1,2022,9,39,348.0,402.0
SKU_5,2022-10-31,486,1,1,2022,10,44,459.0,431.0
SKU_5,2022-11-30,365,0,0,2022,11,48,486.0,436.6666666666667
SKU_5,2022-12-31,735,0,0,2022,12,52,365.0,528.6666666666666
SKU_6,2021-02-28,162,0,0,2021,2,8,237.0,199.5
SKU_6,2021-03-31,140,0,0,2021,3,13,162.0,179.66666666666666
SKU_6,2021-04-30,161,0,0,2021,4,17,140.0,154.33333333333334
SKU_6,2021-05-31,159,0,1,2021,5,22,161.0,153.33333333333334
SKU_6,2021-06-30,175,0,0,2021,6,26,159.0,165.0
SKU_6,2021-07-31,252,1,0,2021,7,30,175.0,195.33333333333334
SKU_6,2021-08-31,249,1,0,2021,8,35,252.0,225.33333333333334
SKU_6,2021-09-30,143,0,0,2021,9,39,249.0,214.66666666666666
SKU_6,2021-10-31,153,0,0,2021,10,43,143.0,181.66666666666666
SKU_6,2021-11-30,171,0,1,2021,11,48,153.0,155.66666666666666
SKU_6,2021-12-31,239,0,0,2021,12,52,171.0,187.66666666666666
SKU_6,2022-01-31,231,1,0,2022,1,5,239.0,213.66666666666666
SKU_6,2022-02-28,161,0,0,2022,2,9,231.0,210.33333333333334
SKU_6,2022-03-31,159,0,0,2022,3,13,161.0,183.66666666666666
SKU_6,2022-04-30,234,1,0,2022,4,17,159.0,184.66666666666666
SKU_6,2022-05-31,138,0,0,2022,5,22,234.0,177.0
SKU_6,2022-06-30,159,0,0,2022,6,26,138.0,177.0
SKU_6,2022-07-31,137,0,0,2022,7,30,159.0,144.66666666666666
SKU_6,2022-08-31,155,0,0,2022,8,35,137.0,150.33333333333334
SKU_6,2022-09-30,152,0,0,2022,9,39,155.0,148.0
SKU_6,2022-10-31,158,0,0,2022,10,44,152.0,155.0
SKU_6,2022-11-30,143,0,0,2022,11,48,158.0,151.0
SKU_6,2022-12-31,244,0,0,2022,12,52,143.0,181.66666666666666
SKU_7,2021-02-28,180,0,0,2021,2,8,238.0,209.0
SKU_7,2021-03-31,211,0,0,2021,3,13,180.0,209.66666666666666
SKU_7,2021-04-30,199,0,0,2021,4,17,211.0,196.66666666666666
SKU_7,2021-05-31,209,0,0,2021,5,22,199.0,206.33333333333334
SKU_7,2021-06-30,222,0,0,2021,6,26,209.0,210.0
SKU_7,2021-07-31,225,0,0,2021,7,30,222.0,218.66666666666666
SKU_7,2021-08-31,303,1,0,2021,8,35,225.0,250.0
SKU_7,2021-09-30,178,0,0,2021,9,39,303.0,235.33333333333334
SKU_7,2021-10-31,206,0,0,2021,10,43,178.0,229.0
SKU_7,2021-11-30,200,0,0,2021,11,48,206.0,194.66666666666666
SKU_7,2021-12-31,327,0,0,2021,12,52,200.0,244.33333333333334
SKU_7,2022-01-31,200,0,0,2022,1,5,327.0,242.33333333333334
SKU_7,2022-02-28,247,0,0,2022,2,9,200.0,258.0
SKU_7,2022-03-31,219,0,0,2022,3,13,247.0,222.0
SKU_7,2022-04-30,248,0,0,2022,4,17,219.0,238.0
SKU_7,2022-05-31,298,1,0,2022,5,22,248.0,255.0
SKU_7,2022-06-30,235,0,0,2022,6,26,298.0,260.3333333333333
SKU_7,2022-07-31,262,0,0,2022,7,30,235.0,265.0
SKU_7,2022-08-31,235,0,0,2022,8,35,262.0,244.0
SKU_7,2022-09-30,202,0,0,2022,9,39,235.0,233.0
SKU_7,2022-10-31,216,0,0,2022,10,44,202.0,217.66666666666666
SKU_7,2022-11-30,328,1,0,2022,11,48,216.0,248.66666666666666
SKU_7,2022-12-31,338,0,0,2022,12,52,328.0,294.0
SKU_8,2021-02-28,191,0,1,2021,2,8,272.0,231.5
SKU_8,2021-03-31,224,0,0,2021,3,13,191.0,229.0
SKU_8,2021-04-30,214,0,0,2021,4,17,224.0,209.66666666666666
SKU_8,2021-05-31,211,0,0,2021,5,22,214.0,216.33333333333334
SKU_8,2021-06-30,221,0,0,2021,6,26,211.0,215.33333333333334
SKU_8,2021-07-31,293,1,0,2021,7,30,221.0,241.66666666666666
SKU_8,2021-08-31,221,0,0,2021,8,35,293.0,245.0
SKU_8,2021-09-30,211,0,0,2021,9,39,221.0,241.66666666666666
SKU_8,2021-10-31,219,0,0,2021,10,43,211.0,217.0
SKU_8,2021-11-30,336,1,0,2021,11,48,219.0,255.33333333333334
SKU_8,2021-12-31,240,0,0,2021,12,52,336.0,265.0
SKU_8,2022-01-31,224,0,1,2022,1,5,240.0,266.6666666666667
SKU_8,2022-02-28,314,1,0,2022,2,9,224.0,259.3333333333333
SKU_8,2022-03-31,226,0,0,2022,3,13,314.0,254.66666666666666
SKU_8,2022-04-30,207,0,0,2022,4,17,226.0,249.0
SKU_8,2022-05-31,185,0,0,2022,5,22,207.0,206.0
SKU_8,2022-06-30,235,0,0,2022,6,26,185.0,209.0
SKU_8,2022-07-31,209,0,0,2022,7,30,235.0,209.66666666666666
SKU_8,2022-08-31,202,0,0,2022,8,35,209.0,215.33333333333334
SKU_8,2022-09-30,346,1,1,2022,9,39,202.0,252.33333333333334
SKU_8,2022-10-31,181,0,0,2022,10,44,346.0,243.0
SKU_8,2022-11-30,205,0,0,2022,11,48,181.0,244.0
SKU_8,2022-12-31,339,0,0,2022,12,52,205.0,241.66666666666666
SKU_9,2021-02-28,228,0,0,2021,2,8,209.0,218.5
SKU_9,2021-03-31,320,1,0,2021,3,13,228.0,252.33333333333334
SKU_9,2021-04-30,328,1,0,2021,4,17,320.0,292.0
SKU_9,2021-05-31,192,0,0,2021,5,22,328.0,280.0
SKU_9,2021-06-30,310,1,0,2021,6,26,192.0,276.6666666666667
SKU_9,2021-07-31,242,0,0,2021,7,30,310.0,248.0
SKU_9,2021-08-31,240,0,0,2021,8,35,242.0,264.0
SKU_9,2021-09-30,259,1,0,2021,9,39,240.0,247.0
SKU_9,2021-10-31,216,0,0,2021,10,43,259.0,238.33333333333334
SKU_9,2021-11-30,280,1,0,2021,11,48,216.0,251.66666666666666
SKU_9,2021-12-31,370,1,0,2021,12,52,280.0,288.6666666666667
SKU_9,2022-01-31,217,0,0,2022,1,5,370.0,289.0
SKU_9,2022-02-28,201,0,0,2022,2,9,217.0,262.6666666666667
SKU_9,2022-03-31,191,0,0,2022,3,13,201.0,203.0
SKU_9,2022-04-30,213,0,1,2022,4,17,191.0,201.66666666666666
SKU_9,2022-05-31,246,0,0,2022,5,22,213.0,216.66666666666666
SKU_9,2022-06-30,228,0,0,2022,6,26,246.0,229.0
SKU_9,2022-07-31,220,0,0,2022,7,30,228.0,231.33333333333334
SKU_9,2022-08-31,341,1,0,2022,8,35,220.0,263.0
SKU_9,2022-09-30,295,1,0,2022,9,39,341.0,285.3333333333333
SKU_9,2022-10-31,173,0,0,2022,10,44,295.0,269.6666666666667
SKU_9,2022-11-30,226,0,0,2022,11,48,173.0,231.33333333333334
SKU_9,2022-12-31,464,1,0,2022,12,52,226.0,287.6666666666667
SKU_10,2021-02-28,122,0,0,2021,2,8,96.0,109.0
SKU_10,2021-03-31,109,0,0,2021,3,13,122.0,109.0
SKU_10,2021-04-30,123,0,0,2021,4,17,109.0,118.0
SKU_10,2021-05-31,126,0,0,2021,5,22,123.0,119.33333333333333
SKU_10,2021-06-30,165,1,0,2021,6,26,126.0,138.0
SKU_10,2021-07-31,127,0,0,2021,7,30,165.0,139.33333333333334
SKU_10,2021-08-31,91,0,0,2021,8,35,127.0,127.66666666666667
SKU_10,2021-09-30,101,0,0,2021,9,39,91.0,106.33333333333333
SKU_10,2021-10-31,186,1,0,2021,10,43,101.0,126.0
SKU_10,2021-11-30,201,1,0,2021,11,48,186.0,162.66666666666666
SKU_10,2021-12-31,281,1,0,2021,12,52,201.0,222.66666666666666
SKU_10,2022-01-31,136,0,0,2022,1,5,281.0,206.0
SKU_10,2022-02-28,216,1,0,2022,2,9,136.0,211.0
SKU_10,2022-03-31,129,0,0,2022,3,13,216.0,160.33333333333334
SKU_10,2022-04-30,107,0,0,2022,4,17,129.0,150.66666666666666
SKU_10,2022-05-31,164,1,0,2022,5,22,107.0,133.33333333333334
SKU_10,2022-06-30,154,1,0,2022,6,26,164.0,141.66666666666666
SKU_10,2022-07-31,124,0,0,2022,7,30,154.0,147.33333333333334
SKU_10,2022-08-31,98,0,0,2022,8,35,124.0,125.33333333333333
SKU_10,2022-09-30,136,0,0,2022,9,39,98.0,119.33333333333333
SKU_10,2022-10-31,115,0,0,2022,10,44,136.0,116.33333333333333
SKU_10,2022-11-30,135,0,0,2022,11,48,115.0,128.66666666666666
SKU_10,2022-12-31,248,1,0,2022,12,52,135.0,166.0
SKU_11,2021-02-28,375,0,0,2021,2,8,325.0,350.0
SKU_11,2021-03-31,288,0,0,2021,3,13,375.0,329.3333333333333
SKU_11,2021-04-30,551,1,0,2021,4,17,288.0,404.6666666666667
SKU_11,2021-05-31,548,1,0,2021,5,22,551.0,462.3333333333333
SKU_11,2021-06-30,380,0,0,2021,6,26,548.0,493.0
SKU_11,2021-07-31,346,0,0,2021,7,30,380.0,424.6666666666667
SKU_11,2021-08-31,316,0,0,2021,8,35,346.0,347.3333333333333
SKU_11,2021-09-30,323,0,0,2021,9,39,316.0,328.3333333333333
SKU_11,2021-10-31,354,0,0,2021,10,43,323.0,331.0
SKU_11,2021-11-30,556,1,0,2021,11,48,354.0,411.0
SKU_11,2021-12-31,539,0,0,2021,12,52,556.0,483.0
SKU_11,2022-01-31,307,0,0,2022,1,5,539.0,467.3333333333333
SKU_11,2022-02-28,350,0,0,2022,2,9,307.0,398.6666666666667
SKU_11,2022-03-31,346,0,0,2022,3,13,350.0,334.3333333333333
SKU_11,2022-04-30,325,0,0,2022,4,17,346.0,340.3333333333333
SKU_11,2022-05-31,340,0,0,2022,5,22,325.0,337.0
SKU_11,2022-06-30,413,0,0,2022,6,26,340.0,359.3333333333333
SKU_11,2022-07-31,386,0,0,2022,7,30,413.0,379.6666666666667
SKU_11,2022-08-31,346,0,1,2022,8,35,386.0,381.6666666666667
SKU_11,2022-09-30,442,1,1,2022,9,39,346.0,391.3333333333333
SKU_11,2022-10-31,529,1,0,2022,10,44,442.0,439.0
SKU_11,2022-11-30,278,0,0,2022,11,48,529.0,416.3333333333333
SKU_11,2022-12-31,539,0,0,2022,12,52,278.0,448.6666666666667
SKU_12,2021-02-28,294,0,0,2021,2,8,318.0,306.0
SKU_12,2021-03-31,303,0,0,2021,3,13,294.0,305.0
SKU_12,2021-04-30,336,0,0,2021,4,17,303.0,311.0
SKU_12,2021-05-31,353,0,0,2021,5,22,336.0,330.6666666666667
SKU_12,2021-06-30,277,0,0,2021,6,26,353.0,322.0
SKU_12,2021-07-31,421,1,0,2021,7,30,277.0,350.3333333333333
SKU_12,2021-08-31,309,0,0,2021,8,35,421.0,335.6666666666667
SKU_12,2021-09-30,318,0,0,2021,9,39,309.0,349.3333333333333
SKU_12,2021-10-31,408,1,0,2021,10,43,318.0,345.0
SKU_12,2021-11-30,497,1,0,2021,11,48,408.0,407.6666666666667
SKU_12,2021-12-31,494,0,0,2021,12,52,497.0,466.3333333333333
SKU_12,2022-01-31,381,0,0,2022,1,5,494.0,457.3333333333333
SKU_12,2022-02-28,308,0,0,2022,2,9,381.0,394.3333333333333
SKU_12,2022-03-31,338,0,0,2022,3,13,308.0,342.3333333333333
SKU_12,2022-04-30,539,1,0,2022,4,17,338.0,395.0
SKU_12,2022-05-31,294,0,0,2022,5,22,539.0,390.3333333333333
SKU_12,2022-06-30,325,0,0,2022,6,26,294.0,386.0
SKU_12,2022-07-31,264,0,0,2022,7,30,325.0,294.3333333333333
SKU_12,2022-08-31,329,0,0,2022,8,35,264.0,306.0
SKU_12,2022-09-30,530,1,0,2022,9,39,329.0,374.3333333333333
SKU_12,2022-10-31,313,0,0,2022,10,44,530.0,390.6666666666667
SKU_12,2022-11-30,326,0,0,2022,11,48,313.0,389.6666666666667
SKU_12,2022-12-31,412,0,0,2022,12,52,326.0,350.3333333333333
SKU_13,2021-02-28,133,0,0,2021,2,8,225.0,179.0
SKU_13,2021-03-31,154,0,0,2021,3,13,133.0,170.66666666666666
SKU_13,2021-04-30,254,1,0,2021,4,17,154.0,180.33333333333334
SKU_13,2021-05-31,143,0,0,2021,5,22,254.0,183.66666666666666
SKU_13,2021-06-30,119,0,1,2021,6,26,143.0,172.0
SKU_13,2021-07-31,128,0,1,2021,7,30,119.0,130.0
SKU_13,2021-08-31,158,0,1,2021,8,35,128.0,135.0
SKU_13,2021-09-30,138,0,0,2021,9,39,158.0,141.33333333333334
SKU_13,2021-10-31,167,0,1,2021,10,43,138.0,154.33333333333334
SKU_13,2021-11-30,242,1,0,2021,11,48,167.0,182.33333333333334
SKU_13,2021-12-31,172,0,0,2021,12,52,242.0,193.66666666666666
SKU_13,2022-01-31,150,0,0,2022,1,5,172.0,188.0
SKU_13,2022-02-28,183,1,0,2022,2,9,150.0,168.33333333333334
SKU_13,2022-03-31,149,0,0,2022,3,13,183.0,160.66666666666666
SKU_13,2022-04-30,121,0,0,2022,4,17,149.0,151.0
SKU_13,2022-05-31,146,0,0,2022,5,22,121.0,138.66666666666666
SKU_13,2022-06-30,139,0,0,2022,6,26,146.0,135.33333333333334
SKU_13,2022-07-31,144,0,0,2022,7,30,139.0,143.0
SKU_13,2022-08-31,101,0,1,2022,8,35,144.0,128.0
SKU_13,2022-09-30,263,1,0,2022,9,39,101.0,169.33333333333334
SKU_13,2022-10-31,156,0,0,2022,10,44,263.0,173.33333333333334
SKU_13,2022-11-30,166,0,0,2022,11,48,156.0,195.0
SKU_13,2022-12-31,240,0,0,2022,12,52,166.0,187.33333333333334
SKU_14,2021-02-28,381,0,0,2021,2,8,531.0,456.0
SKU_14,2021-03-31,512,0,0,2021,3,13,381.0,474.6666666666667
SKU_14,2021-04-30,774,1,1,2021,4,17,512.0,555.6666666666666
SKU_14,2021-05-31,463,0,0,2021,5,22,774.0,583.0
SKU_14,2021-06-30,461,0,0,2021,6,26,463.0,566.0
SKU_14,2021-07-31,489,0,0,2021,7,30,461.0,471.0
SKU_14,2021-08-31,459,0,0,2021,8,35,489.0,469.6666666666667
SKU_14,2021-09-30,499,0,0,2021,9,39,459.0,482.3333333333333
SKU_14,2021-10-31,519,0,0,2021,10,43,499.0,492.3333333333333
SKU_14,2021-11-30,737,1,0,2021,11,48,519.0,585.0
SKU_14,2021-12-31,813,0,0,2021,12,52,737.0,689.6666666666666
SKU_14,2022-01-31,508,0,0,2022,1,5,813.0,686.0
SKU_14,2022-02-28,464,0,0,2022,2,9,508.0,595.0
SKU_14,2022-03-31,401,0,0,2022,3,13,464.0,457.6666666666667
SKU_14,2022-04-30,412,0,0,2022,4,17,401.0,425.6666666666667
SKU_14,2022-05-31,503,0,0,2022,5,22,412.0,438.6666666666667
SKU_14,2022-06-30,468,0,1,2022,6,26,503.0,461.0
SKU_14,2022-07-31,706,1,0,2022,7,30,468.0,559.0
SKU_14,2022-08-31,574,0,0,2022,8,35,706.0,582.6666666666666
SKU_14,2022-09-30,472,0,0,2022,9,39,574.0,584.0
SKU_14,2022-10-31,516,0,0,2022,10,44,472.0,520.6666666666666
SKU_14,2022-11-30,516,0,0,2022,11,48,516.0,501.3333333333333
SKU_14,2022-12-31,763,0,0,2022,12,52,516.0,598.3333333333334
SKU_15,2021-02-28,453,0,0,2021,2,8,599.0,526.0
SKU_15,2021-03-31,412,0,0,2021,3,13,453.0,488.0
SKU_15,2021-04-30,370,0,0,2021,4,17,412.0,411.6666666666667
SKU_15,2021-05-31,361,0,0,2021,5,22,370.0,381.0
SKU_15,2021-06-30,596,1,0,2021,6,26,361.0,442.3333333333333
SKU_15,2021-07-31,363,0,0,2021,7,30,596.0,440.0
SKU_15,2021-08-31,408,0,0,2021,8,35,363.0,455.6666666666667
SKU_15,2021-09-30,370,0,0,2021,9,39,408.0,380.3333333333333
SKU_15,2021-10-31,354,0,0,2021,10,43,370.0,377.3333333333333
SKU_15,2021-11-30,356,0,0,2021,11,48,354.0,360.0
SKU_15,2021-12-31,612,0,0,2021,12,52,356.0,440.6666666666667
SKU_15,2022-01-31,358,0,0,2022,1,5,612.0,442.0
SKU_15,2022-02-28,432,0,0,2022,2,9,358.0,467.3333333333333
SKU_15,2022-03-31,323,0,0,2022,3,13,432.0,371.0
SKU_15,2022-04-30,369,0,0,2022,4,17,323.0,374.6666666666667
SKU_15,2022-05-31,384,0,0,2022,5,22,369.0,358.6666666666667
SKU_15,2022-06-30,384,0,0,2022,6,26,384.0,379.0
SKU_15,2022-07-31,420,0,0,2022,7,30,384.0,396.0
SKU_15,2022-08-31,353,0,0,2022,8,35,420.0,385.6666666666667
SKU_15,2022-09-30,372,0,1,2022,9,39,353.0,381.6666666666667
SKU_15,2022-10-31,354,0,0,2022,10,44,372.0,359.6666666666667
SKU_15,2022-11-30,423,0,0,2022,11,48,354.0,383.0
SKU_15,2022-12-31,621,0,0,2022,12,52,423.0,466.0
SKU_16,2021-02-28,348,0,0,2021,2,8,546.0,447.0
SKU_16,2021-03-31,326,0,0,2021,3,13,348.0,406.6666666666667
SKU_16,2021-04-30,552,1,1,2021,4,17,326.0,408.6666666666667
SKU_16,2021-05-31,275,0,0,2021,5,22,552.0,384.3333333333333
SKU_16,2021-06-30,335,0,0,2021,6,26,275.0,387.3333333333333
SKU_16,2021-07-31,315,0,1,2021,7,30,335.0,308.3333333333333
SKU_16,2021-08-31,290,0,0,2021,8,35,315.0,313.3333333333333
SKU_16,2021-09-30,336,0,0,2021,9,39,290.0,313.6666666666667
SKU_16,2021-10-31,329,0,0,2021,10,43,336.0,318.3333333333333
SKU_16,2021-11-30,307,0,0,2021,11,48,329.0,324.0
SKU_16,2021-12-31,387,0,0,2021,12,52,307.0,341.0
SKU_16,2022-01-31,332,0,0,2022,1,5,387.0,342.0
SKU_16,2022-02-28,357,0,0,2022,2,9,332.0,358.6666666666667
SKU_16,2022-03-31,296,0,1,2022,3,13,357.0,328.3333333333333
SKU_16,2022-04-30,342,0,0,2022,4,17,296.0,331.6666666666667
SKU_16,2022-05-31,280,0,0,2022,5,22,342.0,306.0
SKU_16,2022-06-30,309,0,0,2022,6,26,280.0,310.3333333333333
SKU_16,2022-07-31,342,0,0,2022,7,30,309.0,310.3333333333333
SKU_16,2022-08-31,356,0,0,2022,8,35,342.0,335.6666666666667
SKU_16,2022-09-30,482,1,0,2022,9,39,356.0,393.3333333333333
SKU_16,2022-10-31,328,0,0,2022,10,44,482.0,388.6666666666667
SKU_16,2022-11-30,321,0,0,2022,11,48,328.0,377.0
SKU_16,2022-12-31,437,0,0,2022,12,52,321.0,362.0
SKU_17,2021-02-28,390,0,0,2021,2,8,380.0,385.0
SKU_17,2021-03-31,419,0,0,2021,3,13,390.0,396.3333333333333
SKU_17,2021-04-30,310,0,0,2021,4,17,419.0,373.0
SKU_17,2021-05-31,338,0,0,2021,5,22,310.0,355.6666666666667
SKU_17,2021-06-30,310,0,0,2021,6,26,338.0,319.3333333333333
SKU_17,2021-07-31,367,0,0,2021,7,30,310.0,338.3333333333333
SKU_17,2021-08-31,360,0,0,2021,8,35,367.0,345.6666666666667
SKU_17,2021-09-30,443,1,0,2021,9,39,360.0,390.0
SKU_17,2021-10-31,598,1,0,2021,10,43,443.0,467.0
SKU_17,2021-11-30,368,0,0,2021,11,48,598.0,469.6666666666667
SKU_17,2021-12-31,577,0,0,2021,12,52,368.0,514.3333333333334
SKU_17,2022-01-31,436,0,0,2022,1,5,577.0,460.3333333333333
SKU_17,2022-02-28,403,0,0,2022,2,9,436.0,472.0
